28.853019,-16.034662,387
28.854037,-16.035289,372
28.855326,-16.036642,372
28.857783,-16.037861,382
28.859587,-16.037857,395
28.859061,-16.034924,386
28.856219,-16.03333,372
28.854822,-16.031097,391
28.854063,-16.028871,396
28.853545,-16.02764,400
28.852382,-16.026037,395
28.856357,-16.025934,388
28.858284,-16.027544,387
28.859183,-16.02915,382
28.860713,-16.031382,372
28.862397,-16.032728,371
28.862783,-16.032974,385
28.863941,-16.033958,383
28.865867,-16.035069,383
28.867792,-16.034464,378
28.867022,-16.032989,378
28.864963,-16.031266,371
28.864315,-16.029548,371
28.864057,-16.029302,371
28.862133,-16.027442,371
28.860723,-16.026201,383
28.861109,-16.025216,383
28.861364,-16.023368,382
28.86278,-16.023003,381
28.863936,-16.024242,379
28.864064,-16.02449,379
28.865218,-16.026101,371
28.867147,-16.02808,371
28.86882,-16.030298,371
28.87062,-16.031775,374
28.871776,-16.031903,377
28.874088,-16.033012,377
28.875501,-16.033381,381
28.876918,-16.032156,386
28.875893,-16.030683,379
28.874094,-16.029576,377
28.872681,-16.027729,371
28.871396,-16.026369,371
28.870111,-16.025501,371
28.868953,-16.02488,371
28.867924,-16.023889,371
28.865737,-16.022029,375
28.86548,-16.021534,376
28.863808,-16.018931,379
28.866127,-16.018816,376
28.867671,-16.020059,374
28.870117,-16.022168,372
28.871787,-16.024027,371
28.871915,-16.024275,371
28.873586,-16.025637,371
28.875901,-16.026998,371
28.876802,-16.027366,375
28.877995,-16.028797,384
28.880151,-16.029225,394
28.881411,-16.027946,398
28.881233,-16.027346,389
28.879888,-16.026056,377
28.878087,-16.024502,371
28.876372,-16.023893,371
28.875288,-16.022938,371
28.874655,-16.02207,371
28.874202,-16.021288,371
28.873297,-16.020504,372
28.87239,-16.019371,375
28.872112,-16.017976,371
28.872562,-16.016757,372
28.87338,-16.016585,378
28.874834,-16.017464,376
28.875105,-16.017727,376
28.876191,-16.019036,371
28.877186,-16.020083,371
28.878724,-16.02087,371
28.879897,-16.021828,373
28.88179,-16.02296,377
28.883233,-16.023224,377
28.883958,-16.022448,379
28.883693,-16.021495,378
28.882433,-16.02045,379
28.881984,-16.01984,376
28.880809,-16.019226,370
28.880449,-16.018702,370
28.879815,-16.018352,370
28.87891,-16.017739,370
28.877552,-16.016862,376
28.876827,-16.016248,375
28.87583,-16.015373,377
28.875375,-16.014845,379
28.874739,-16.014055,380
28.87392,-16.013526,377
28.873009,-16.012907,373
