26.13594,-17.921991,589
26.138317,-17.918691,587
26.139852,-17.917402,583
26.141992,-17.917238,586
26.143122,-17.917399,580
26.144713,-17.918106,581
26.146278,-17.918695,581
26.147653,-17.91944,580
26.148903,-17.919875,587
26.150631,-17.919374,581
26.150755,-17.919294,581
26.15085,-17.919216,581
26.150977,-17.9191,581
26.151043,-17.919025,581
26.151171,-17.918908,581
26.15127,-17.918793,581
26.151372,-17.918645,583
26.151502,-17.918528,583
26.151629,-17.91845,583
26.151759,-17.918342,583
26.151888,-17.918257,583
26.152021,-17.918139,583
26.152152,-17.918053,583
26.152317,-17.917929,585
26.152414,-17.917884,585
26.152575,-17.917805,593
26.152763,-17.917765,593
26.15292,-17.917725,593
26.153082,-17.917669,583
26.153213,-17.917613,583
26.153403,-17.91759,583
26.153534,-17.917539,583
26.153634,-17.91749,583
26.153822,-17.917477,579
26.153954,-17.917426,579
26.154112,-17.917415,579
26.154244,-17.917364,579
26.154376,-17.917314,579
26.1545,-17.917314,579
26.154625,-17.917313,579
26.154787,-17.917266,579
26.154882,-17.917263,579
26.155046,-17.917213,579
26.155238,-17.917175,579
26.155361,-17.917179,579
26.155676,-17.917346,580
26.155761,-17.917371,580
26.155846,-17.917394,580
26.155886,-17.917394,580
26.156041,-17.917466,580
26.156126,-17.91749,580
26.156206,-17.917489,580
26.156295,-17.917523,579
26.156397,-17.917529,579
26.156539,-17.917534,579
26.15662,-17.917537,579
26.156701,-17.91754,579
26.156802,-17.917543,579
26.156878,-17.91752,579
26.156935,-17.917499,579
26.15705,-17.91746,579
26.157121,-17.917409,587
26.157206,-17.917327,587
26.157254,-17.91725,587
26.157365,-17.917179,587
26.157439,-17.917132,587
26.157513,-17.917085,587
26.157609,-17.917039,581
26.157688,-17.91702,581
26.157767,-17.917,581
26.157861,-17.916945,581
26.157939,-17.916918,581
26.157992,-17.916862,581
26.158066,-17.916807,581
26.15814,-17.916751,581
26.158235,-17.916695,581
26.15831,-17.916638,581
26.158363,-17.916561,581
26.158464,-17.916536,581
26.158521,-17.916485,581
26.15864,-17.916436,581
26.158718,-17.916386,581
26.158797,-17.916337,581
26.158873,-17.916259,590
26.158949,-17.916181,582
26.159029,-17.916131,582
