25.818374,-17.871297,898
25.818569,-17.872371,897
25.818731,-17.873263,898
25.818865,-17.873981,899
25.819058,-17.875036,900
25.819208,-17.875894,899
25.819198,-17.876581,898
25.819292,-17.877099,899
25.819303,-17.877933,896
25.819342,-17.878927,892
25.819284,-17.880089,890
25.819358,-17.88124,890
25.819526,-17.882095,894
25.819636,-17.882734,894
25.819734,-17.884019,889
25.819619,-17.884818,889
25.81974,-17.885465,892
25.819729,-17.886102,892
25.819781,-17.88706,893
25.819676,-17.887854,894
25.81983,-17.888648,895
25.819824,-17.889278,895
25.819894,-17.890351,893
25.819901,-17.8911,894
25.8201,-17.892165,889
25.820299,-17.893222,889
25.820412,-17.893822,889
25.820496,-17.89427,889
25.820642,-17.895022,889
25.820629,-17.895612,900
25.820624,-17.896209,900
25.820644,-17.896945,898
25.820774,-17.89766,889
25.820912,-17.898384,889
25.821022,-17.898961,889
25.821218,-17.899969,896
25.821332,-17.900545,897
25.821502,-17.901404,899
25.821979,-17.901982,899
25.822344,-17.901993,899
25.822749,-17.901582,899
25.823182,-17.90131,897
25.823536,-17.900609,897
25.823673,-17.90004,891
25.823664,-17.899324,889
25.823692,-17.898766,889
25.823597,-17.898201,899
25.823554,-17.89721,897
25.82345,-17.896627,899
25.823516,-17.89571,889
25.82336,-17.894824,889
25.823307,-17.894527,889
25.82335,-17.89334,897
25.823297,-17.893039,897
25.823394,-17.892141,892
25.823314,-17.891685,893
25.823309,-17.890924,893
25.823147,-17.889999,893
25.823316,-17.888767,891
25.82344,-17.887991,891
25.823379,-17.886888,892
25.823558,-17.88642,892
25.823503,-17.8861,893
25.823627,-17.885305,889
25.82362,-17.8845,889
25.823669,-17.884016,889
25.823738,-17.882878,892
25.823837,-17.881895,892
25.823775,-17.880733,890
25.824148,-17.879755,891
25.824067,-17.879252,892
25.824364,-17.878598,895
25.824529,-17.877937,895
25.824803,-17.877106,898
25.825214,-17.876275,900
25.825705,-17.87595,898
25.826221,-17.875792,898
25.826814,-17.876151,899
25.827215,-17.877022,896
25.827452,-17.877712,897
25.827714,-17.878568,897
25.828105,-17.879417,896
25.828247,-17.880409,894
25.828504,-17.881248,895
25.82862,-17.882064,891
25.828743,-17.882892,893
25.828844,-17.883555,893
25.828979,-17.884514,894
25.829092,-17.885309,889
